acinum,year,loc1,loc2,time02,time04,time06,time08,time10,time12,time14,time16,time18,time20,time22,22~24
2095,2016,서울,마포구,6,3,4,7,14,17,13,13,21,13,14,14
2096,2016,서울,강서구,3,4,10,16,23,11,24,20,18,24,17,12
2097,2016,서울,구로구,7,2,7,16,13,15,16,21,30,23,16,6
2098,2016,서울,영등포구,7,6,10,17,30,19,36,30,47,29,39,21
2099,2016,서울,동작구,3,,3,7,15,6,5,18,13,11,15,9
2100,2016,서울,관악구,1,1,1,7,7,4,7,4,12,11,8,6
2101,2016,서울,강남구,8,,1,9,11,13,10,23,18,16,8,14
2102,2016,서울,강동구,3,2,8,14,28,21,28,22,28,26,20,16
2103,2016,서울,송파구,6,4,4,26,51,33,36,45,64,38,38,30
2104,2016,서울,서초구,1,1,1,9,17,6,10,10,10,17,14,7
2105,2016,서울,양천구,5,2,4,18,21,15,14,17,28,29,19,14
2106,2016,서울,중랑구,12,4,7,11,22,11,23,21,26,24,20,10
2107,2016,서울,노원구,3,3,9,14,24,13,18,22,26,21,14,6
2108,2016,서울,광진구,6,,1,9,15,11,7,13,19,10,19,10
2109,2016,서울,강북구,,,5,8,14,12,8,9,20,15,7,5
2110,2016,서울,금천구,4,,4,6,6,4,4,5,7,7,4,
2111,2016,부산,중구,,,,2,1,,1,1,,2,1,
2112,2016,부산,서구,1,,2,1,3,1,2,2,4,2,3,
2113,2016,부산,동구,,,,1,4,,5,1,1,1,,
2114,2016,부산,영도구,,,,,2,2,2,3,2,1,,3
2115,2016,부산,진구,,,1,9,3,7,4,1,7,6,2,2
2116,2016,부산,동래구,1,,,4,7,7,8,10,16,15,6,5
2117,2016,부산,남구,,1,2,1,4,8,3,6,11,4,4,4
2118,2016,부산,북구,,,,1,2,,4,2,10,6,1,2
2119,2016,부산,해운대구,,1,,1,9,5,5,9,9,7,7,6
2120,2016,부산,사하구,,,2,9,3,8,5,5,8,2,4,1
2121,2016,부산,금정구,,2,,3,4,3,4,4,2,4,4,2
2122,2016,부산,강서구,1,,,1,1,2,4,1,3,4,1,1
2123,2016,부산,연제구,,1,,1,3,6,5,3,5,5,3,2
2124,2016,부산,수영구,3,1,1,3,7,2,5,7,11,9,8,4
2125,2016,부산,사상구,1,,1,5,3,9,5,8,4,6,5,1
2126,2016,부산,기장군,,,1,,2,,1,3,3,2,,1
2127,2016,대구,중구,2,1,5,5,12,12,11,7,16,6,4,12
2128,2016,대구,동구,,,2,10,24,14,18,13,19,25,12,10
2129,2016,대구,서구,1,3,3,9,14,11,13,19,20,25,12,6
2130,2016,대구,남구,1,2,1,6,13,12,9,5,5,21,4,3
2131,2016,대구,북구,1,4,5,18,34,31,23,32,47,37,32,7
2132,2016,대구,수성구,3,2,4,13,20,13,27,22,26,22,16,18
2133,2016,대구,달서구,5,2,9,33,32,23,20,36,44,45,35,14
2134,2016,대구,달성군,,1,1,3,7,7,11,16,13,15,6,1
2135,2016,인천,중구,1,2,,2,1,4,2,3,5,,1,1
2136,2016,인천,동구,,,,,2,2,1,,3,1,,
2137,2016,인천,남구,1,,3,5,4,3,,2,17,7,2,
2138,2016,인천,부평구,4,1,6,9,11,9,8,10,19,12,9,8
2139,2016,인천,남동구,,2,4,5,14,4,9,10,9,16,11,6
2140,2016,인천,서구,2,2,,4,15,6,5,6,9,17,6,3
2141,2016,인천,연수구,,,,8,9,2,4,13,8,12,7,2
2142,2016,인천,계양구,2,,3,6,9,8,8,13,15,6,8,2
2143,2016,인천,강화군,,,,,2,2,1,,3,1,2,1
2144,2016,인천,옹진군,,,,,,,,1,,,,
2145,2016,광주,동구,,1,,2,6,1,5,5,6,3,2,1
2146,2016,광주,서구,1,2,4,4,11,8,2,7,13,8,1,1
2147,2016,광주,북구,3,1,3,14,20,9,7,8,19,20,6,6
2148,2016,광주,광산구,2,,1,9,23,9,13,14,18,16,11,4
2149,2016,광주,남구,,,,4,8,2,5,5,6,3,1,2
2150,2016,대전,동구,1,,2,16,7,15,7,15,13,10,12,3
2151,2016,대전,중구,1,1,2,10,9,22,8,12,12,22,11,7
2152,2016,대전,서구,4,1,3,10,29,14,10,17,23,21,12,10
2153,2016,대전,유성구,2,1,3,8,10,6,9,16,13,14,11,8
2154,2016,대전,대덕구,,,1,6,7,10,11,7,9,8,4,2
2155,2016,울산,중구,4,,4,5,9,6,8,12,14,18,9,9
2156,2016,울산,남구,,1,4,10,13,8,9,12,12,13,5,8
2157,2016,울산,동구,1,,,5,1,2,,1,2,4,1,3
2158,2016,울산,북구,4,1,3,8,5,4,5,9,4,10,3,1
2159,2016,울산,울주군,,,,1,6,5,3,3,8,3,3,3
2160,2016,세종,세종,,1,,3,4,1,2,6,6,8,2,4
2161,2016,경기,수원시,5,6,10,28,78,32,36,37,70,54,42,24
2162,2016,경기,성남시,7,2,4,9,27,19,21,22,27,28,20,8
2163,2016,경기,의정부시,1,,1,3,11,5,15,10,26,19,5,6
2164,2016,경기,안양시,4,1,9,15,21,23,20,22,24,26,20,16
2165,2016,경기,부천시,9,4,12,16,63,25,20,49,46,45,33,19
2166,2016,경기,안산시,2,3,10,39,49,19,32,31,56,47,46,27
2167,2016,경기,평택시,2,,4,10,21,9,12,9,24,35,14,4
2168,2016,경기,광명시,1,,4,4,11,9,10,13,10,13,12,5
2169,2016,경기,구리시,1,,,4,9,5,2,8,5,7,2,5
2170,2016,경기,양주시,,,2,2,7,3,5,4,5,5,6,1
2171,2016,경기,여주시,,,,3,4,3,2,4,3,2,3,1
2172,2016,경기,화성시,1,,1,6,15,9,5,17,18,10,14,4
2173,2016,경기,시흥시,5,1,2,14,21,9,12,13,21,19,13,5
2174,2016,경기,파주시,,1,,7,13,17,9,8,12,13,9,6
2175,2016,경기,고양시,7,2,3,18,48,31,26,34,43,52,18,13
2176,2016,경기,광주시,1,,1,2,6,1,2,4,8,3,1,2
2177,2016,경기,연천군,,,,,1,2,3,,5,1,1,
2178,2016,경기,포천시,,,1,2,2,,3,3,6,4,1,3
2179,2016,경기,가평군,1,,,,4,7,4,1,8,8,,1
2180,2016,경기,양평군,,,,2,6,7,10,1,10,6,,1
2181,2016,경기,이천시,,,2,3,6,2,2,3,12,12,5,1
2182,2016,경기,용인시,2,1,2,12,18,9,9,22,28,26,16,10
2183,2016,경기,안성시,1,,,6,8,4,3,4,7,8,10,1
2184,2016,경기,김포시,,,3,2,8,8,10,7,19,13,5,
2185,2016,경기,동두천시,,,,5,3,7,2,3,3,6,2,
2186,2016,경기,과천시,,1,,,4,,3,1,,5,2,
2187,2016,경기,군포시,,,2,1,11,3,2,4,5,5,2,2
2188,2016,경기,남양주시,2,1,1,4,24,16,15,29,27,20,14,8
2189,2016,경기,오산시,2,,1,6,9,7,3,9,13,12,9,2
2190,2016,경기,의왕시,,,1,3,6,6,4,5,4,3,3,
2191,2016,경기,하남시,5,1,,9,18,5,10,6,11,10,7,3
2192,2016,강원,춘천시,2,,,2,17,8,19,14,20,22,6,4
2193,2016,강원,원주시,1,,3,5,13,2,12,16,12,19,5,6
2194,2016,강원,동해시,,,1,1,4,4,3,4,4,4,1,
2195,2016,강원,강릉시,2,1,2,2,6,6,7,13,12,7,4,2
2196,2016,강원,속초시,,,,1,3,2,1,3,2,2,1,
2197,2016,강원,태백시,,,,,,,,,,,,
2198,2016,강원,삼척시,,,,1,3,2,3,5,2,1,,1
2199,2016,강원,홍천군,,,,,3,3,3,4,2,2,1,
2200,2016,강원,횡성군,,,,1,1,2,1,3,1,1,,
2201,2016,강원,영월군,,,,,1,,,1,2,1,,
2202,2016,강원,평창군,,,,1,1,1,,1,1,,,
2203,2016,강원,정선군,,,,,,,,1,1,,,
2204,2016,강원,철원군,,,1,,,1,,1,2,3,1,
2205,2016,강원,화천군,,,,1,2,1,,2,1,2,,
2206,2016,강원,양구군,,,,,,,2,,,2,,
2207,2016,강원,인제군,,,,,1,1,1,,,,,
2208,2016,강원,고성군,,,,,,1,,1,1,,,
2209,2016,강원,양양군,,,,,,1,,1,1,,,
2210,2016,충북,청주시,5,1,9,24,35,24,30,40,53,63,31,13
2211,2016,충북,충주시,2,1,1,7,11,13,11,22,18,16,3,1
2212,2016,충북,제천시,,,,2,7,3,6,1,4,4,2,1
2213,2016,충북,청원군,,,,,,,,,,,,
2214,2016,충북,보은군,,,,,,,,,,,,
2215,2016,충북,옥천군,,,,,3,1,,1,1,,1,1
2216,2016,충북,영동군,,,,2,3,,1,2,2,1,2,
2217,2016,충북,진천군,,,1,2,1,1,,5,,2,1,1
2218,2016,충북,괴산군,,1,,1,,1,3,2,,2,,1
2219,2016,충북,음성군,,,,2,3,2,2,1,2,2,1,
2220,2016,충북,단양군,,,,,1,,,2,2,,,
2221,2016,충북,증평군,,,,2,5,,3,3,7,6,4,
2222,2016,충남,천안시,2,1,,14,11,7,11,10,7,13,5,8
2223,2016,충남,아산시,1,,3,4,8,4,2,8,15,12,4,
2224,2016,충남,보령시,1,,,2,5,2,2,4,8,5,2,
2225,2016,충남,공주시,,,1,3,3,9,3,3,4,8,5,
2226,2016,충남,서산시,2,,,6,8,2,3,4,5,7,1,
2227,2016,충남,금산군,,,,1,2,1,,,,3,,
2228,2016,충남,태안군,,,,1,1,,1,1,1,,1,
2229,2016,충남,연기군,,,,,,,,,,,,
2230,2016,충남,논산시,,,,3,1,,3,3,1,6,4,1
2231,2016,충남,부여군,,,,1,7,1,2,4,2,3,,
2232,2016,충남,서천군,,,,1,3,1,5,5,5,3,3,1
2233,2016,충남,청양군,1,,,,1,1,1,,2,3,,
2234,2016,충남,홍성군,,,,,,1,4,3,3,1,,1
2235,2016,충남,예산군,,,,3,,1,,,2,2,2,
2236,2016,충남,당진시,,,,2,2,2,3,4,1,6,2,
2237,2016,충남,계룡시,,,,,,,,3,1,,,
2238,2016,전북,전주시,7,1,4,8,21,11,6,18,15,14,15,3
2239,2016,전북,군산시,1,1,2,13,9,10,12,21,18,16,11,7
2240,2016,전북,정읍시,,,1,2,6,8,4,5,9,5,5,
2241,2016,전북,남원시,,,2,5,9,6,4,6,9,10,3,1
2242,2016,전북,김제시,,,1,3,2,1,3,4,4,1,3,1
2243,2016,전북,완주군,,,,,1,,1,7,2,5,4,
2244,2016,전북,진안군,,,,,3,,2,,1,,,
2245,2016,전북,무주군,,,,,1,,1,2,,2,,
2246,2016,전북,장수군,,,,,,,,,1,1,,
2247,2016,전북,임실군,,1,,1,,,,1,1,1,,
2248,2016,전북,순창군,,,,,3,4,,,,1,,
2249,2016,전북,고창군,,,,,2,1,,,2,2,1,1
2250,2016,전북,부안군,,,1,,1,1,1,3,3,2,1,
2251,2016,전북,익산시,,,3,5,21,18,8,11,20,16,8,1
2252,2016,전남,목포시,,,1,4,10,8,9,16,14,10,8,2
2253,2016,전남,여수시,,,1,1,9,7,2,2,9,8,1,1
2254,2016,전남,순천시,,,1,1,9,4,5,8,12,9,8,3
2255,2016,전남,나주시,,,1,3,2,1,2,5,1,4,1,1
2256,2016,전남,광양시,,,1,2,2,3,3,4,4,4,4,2
2257,2016,전남,담양군,,,1,1,2,4,2,4,3,5,1,
2258,2016,전남,곡성군,,,,1,1,1,1,1,1,2,,1
2259,2016,전남,구례군,,,,1,2,1,1,,,,,
2260,2016,전남,고흥군,,,,1,,1,,1,6,,2,
2261,2016,전남,보성군,,,,,,,1,,3,2,,
2262,2016,전남,화순군,1,1,,1,,,,2,4,1,,1
2263,2016,전남,장흥군,,,,,4,2,,2,,2,,1
2264,2016,전남,강진군,,,,,4,,,1,5,1,,
2265,2016,전남,해남군,,,,1,,,3,1,2,1,1,
2266,2016,전남,영암군,,,,3,1,3,1,,3,4,3,
2267,2016,전남,무안군,,,,,,,1,3,2,,1,1
2268,2016,전남,함평군,,,,,,1,1,1,,1,,
2269,2016,전남,영광군,,,,,,2,1,2,2,,,
2270,2016,전남,장성군,,,1,1,2,4,1,1,1,3,2,
2271,2016,전남,완도군,,,,1,,,2,1,,,,
2272,2016,전남,진도군,,,,,,1,,,,1,,
2273,2016,전남,신안군,,,,1,,1,,1,,,,
2274,2016,경북,포항시,2,2,5,14,23,28,28,24,37,39,23,12
2275,2016,경북,경주시,,2,2,10,16,12,12,13,27,18,19,4
2276,2016,경북,김천시,1,,,2,9,4,6,2,6,6,3,
2277,2016,경북,안동시,,,,2,3,7,8,9,9,8,2,2
2278,2016,경북,구미시,2,,1,8,25,8,15,21,19,29,20,7
2279,2016,경북,영주시,2,,2,3,11,6,3,6,7,9,4,5
2280,2016,경북,영천시,,,,2,5,4,2,5,3,4,1,
2281,2016,경북,문경시,,,,2,7,3,3,4,3,4,1,
2282,2016,경북,상주시,,,2,3,11,8,13,14,13,12,6,3
2283,2016,경북,군위군,,,,2,2,,,,,1,,
2284,2016,경북,의성군,,,,,2,1,1,,5,4,1,
2285,2016,경북,청송군,,,,,,,1,,,,,
2286,2016,경북,영양군,,,,,,,,,1,,,
2287,2016,경북,영덕군,,,,3,5,,5,1,6,4,1,
2288,2016,경북,청도군,,,,,2,,1,2,6,1,,
2289,2016,경북,고령군,,,,,1,2,,5,3,4,2,1
2290,2016,경북,성주군,,,,1,3,2,,1,4,3,2,
2291,2016,경북,칠곡군,1,,1,3,3,5,1,7,4,4,4,3
2292,2016,경북,예천군,,,,2,1,2,1,,1,3,1,
2293,2016,경북,봉화군,,,,1,,,,,1,,,
2294,2016,경북,울진군,,,,,2,2,,2,2,1,,2
2295,2016,경북,경산시,3,1,1,12,12,14,12,11,19,10,10,7
2296,2016,경남,진주시,2,1,,7,10,10,11,10,13,10,5,4
2297,2016,경남,통영시,,,,1,3,2,2,2,,6,2,1
2298,2016,경남,김해시,2,2,2,11,10,10,10,14,21,20,14,12
2299,2016,경남,밀양시,,,,1,7,3,7,5,3,4,1,1
2300,2016,경남,거제시,1,1,2,27,4,4,2,4,10,16,15,3
2301,2016,경남,의령군,,,,1,,1,,3,,3,,
2302,2016,경남,함안군,,,,2,2,,1,,2,2,1,1
2303,2016,경남,창녕군,,,,3,2,2,4,4,4,2,3,1
2304,2016,경남,양산시,,,2,6,15,8,8,8,23,11,4,3
2305,2016,경남,고성군,,,,,6,,,2,2,1,,
2306,2016,경남,사천시,,,1,4,2,1,3,8,4,3,1,1
2307,2016,경남,남해군,,,,,1,,,,1,1,,
2308,2016,경남,하동군,,,,,2,,,1,1,,,
2309,2016,경남,산청군,,,,,1,1,,1,,,1,
2310,2016,경남,함양군,,,,,4,1,1,1,2,3,2,
2311,2016,경남,거창군,,,,,5,,3,3,3,4,2,1
2312,2016,경남,합천군,,,,,,1,,,3,,2,
2313,2016,경남,창원시(통합),2,1,1,18,27,30,13,21,32,30,23,7
2314,2016,제주,제주시,2,1,2,4,26,10,8,19,24,18,6,3
2315,2016,제주,서귀포시,,,,2,4,3,4,7,8,7,3,
